"Row","Col","Sample","Plate"
"F","5","E0572","E0535-E0630"
"G","5","E0573","E0535-E0630"
"H","5","E0574","E0535-E0630"
"A","6","E0575","E0535-E0630"
"B","6","E0576","E0535-E0630"
"C","6","E0577","E0535-E0630"
"D","6","E0578","E0535-E0630"
"E","6","E0579","E0535-E0630"
"F","6","E0580","E0535-E0630"
"G","6","E0581","E0535-E0630"
"H","6","E0582","E0535-E0630"
"A","7","E0583","E0535-E0630"
"B","7","E0584","E0535-E0630"
"C","7","E0585","E0535-E0630"
"D","7","E0586","E0535-E0630"
"E","7","E0587","E0535-E0630"
"F","7","E0588","E0535-E0630"
"G","7","E0589","E0535-E0630"
"H","7","E0590","E0535-E0630"
"A","8","E0591","E0535-E0630"
"B","8","E0592","E0535-E0630"
"C","8","E0593","E0535-E0630"
"D","8","E0594","E0535-E0630"
"E","8","E0595","E0535-E0630"
"F","8","E0596","E0535-E0630"
"G","8","E0597","E0535-E0630"
"H","8","E0598","E0535-E0630"
"A","9","E0599","E0535-E0630"
"B","9","E0600","E0535-E0630"
"C","9","E0601","E0535-E0630"
"D","9","E0602","E0535-E0630"
"E","9","E0603","E0535-E0630"
"F","9","E0604","E0535-E0630"
"G","9","E0605","E0535-E0630"
"H","9","E0606","E0535-E0630"
"A","10","E0607","E0535-E0630"
"B","10","E0608","E0535-E0630"
"C","10","E0609","E0535-E0630"
"D","10","E0610","E0535-E0630"
"E","10","E0611","E0535-E0630"
"F","10","E0612","E0535-E0630"
"G","10","E0613","E0535-E0630"
"H","10","E0614","E0535-E0630"
"A","11","E0615","E0535-E0630"
"B","11","E0616","E0535-E0630"
"C","11","E0617","E0535-E0630"
"D","11","E0618","E0535-E0630"
"E","11","E0619","E0535-E0630"
"F","11","E0620","E0535-E0630"
"G","11","E0621","E0535-E0630"
"H","11","E0622","E0535-E0630"
"A","12","E0623","E0535-E0630"
"B","12","E0624","E0535-E0630"
"C","12","E0625","E0535-E0630"
"D","12","E0626","E0535-E0630"
"E","12","E0627","E0535-E0630"
"F","12","E0628","E0535-E0630"
"G","12","E0629","E0535-E0630"
"H","12","E0630","E0535-E0630"
"A","1","E0631","E0631-E0726"
"B","1","E0632","E0631-E0726"
"C","1","E0633","E0631-E0726"
"D","1","E0634","E0631-E0726"
"E","1","E0635","E0631-E0726"
"F","1","E0636","E0631-E0726"
"G","1","E0637","E0631-E0726"
"H","1","E0638","E0631-E0726"
"A","2","E0639","E0631-E0726"
"B","2","E0640","E0631-E0726"
"C","2","E0641","E0631-E0726"
"D","2","E0642","E0631-E0726"
"E","2","E0643","E0631-E0726"
"F","2","E0644","E0631-E0726"
"G","2","E0645","E0631-E0726"
"H","2","E0646","E0631-E0726"
"A","3","E0647","E0631-E0726"
"B","3","E0648","E0631-E0726"
"C","3","E0649","E0631-E0726"
"D","3","E0650","E0631-E0726"
"E","3","E0651","E0631-E0726"
"F","3","E0652","E0631-E0726"
"G","3","E0653","E0631-E0726"
"H","3","E0654","E0631-E0726"
"A","4","E0655","E0631-E0726"
"B","4","E0656","E0631-E0726"
"C","4","E0657","E0631-E0726"
"D","4","E0658","E0631-E0726"
"E","4","E0659","E0631-E0726"
"F","4","E0660","E0631-E0726"
"G","4","E0661","E0631-E0726"
"H","4","E0662","E0631-E0726"
"A","5","E0663","E0631-E0726"
"B","5","E0664","E0631-E0726"
"C","5","E0665","E0631-E0726"
"D","5","E0666","E0631-E0726"
"E","5","E0667","E0631-E0726"
"F","5","E0668","E0631-E0726"
"G","5","E0669","E0631-E0726"
"H","5","E0670","E0631-E0726"
"A","6","E0671","E0631-E0726"
"B","6","E0672","E0631-E0726"
"C","6","E0673","E0631-E0726"
"D","6","E0674","E0631-E0726"
"E","6","E0675","E0631-E0726"
"F","6","E0676","E0631-E0726"
"G","6","E0677","E0631-E0726"
"H","6","E0678","E0631-E0726"
"A","7","E0679","E0631-E0726"
"B","7","E0680","E0631-E0726"
"C","7","E0681","E0631-E0726"
"D","7","E0682","E0631-E0726"
"E","7","E0683","E0631-E0726"
"F","7","E0684","E0631-E0726"
"G","7","E0685","E0631-E0726"
"H","7","E0686","E0631-E0726"
"A","8","E0687","E0631-E0726"
"B","8","E0688","E0631-E0726"
"C","8","E0689","E0631-E0726"
"D","8","E0690","E0631-E0726"
"E","8","E0691","E0631-E0726"
"F","8","E0692","E0631-E0726"
"G","8","E0693","E0631-E0726"
"H","8","E0694","E0631-E0726"
"A","9","E0695","E0631-E0726"
"B","9","E0696","E0631-E0726"
"C","9","E0697","E0631-E0726"
"D","9","E0698","E0631-E0726"
"E","9","E0699","E0631-E0726"
"F","9","E0700","E0631-E0726"
"G","9","E0701","E0631-E0726"
"H","9","E0702","E0631-E0726"
"A","10","E0703","E0631-E0726"
"B","10","E0704","E0631-E0726"
"C","10","E0705","E0631-E0726"
"D","10","E0706","E0631-E0726"
"E","10","E0707","E0631-E0726"
"F","10","E0708","E0631-E0726"
"G","10","E0709","E0631-E0726"
"H","10","E0710","E0631-E0726"
"A","11","E0711","E0631-E0726"
"B","11","E0712","E0631-E0726"
"C","11","E0713","E0631-E0726"
"D","11","E0714","E0631-E0726"
"E","11","E0715","E0631-E0726"
"F","11","E0716","E0631-E0726"
"G","11","E0717","E0631-E0726"
"H","11","E0718","E0631-E0726"
"A","12","E0719","E0631-E0726"
"B","12","E0720","E0631-E0726"
"C","12","E0721","E0631-E0726"
"D","12","E0722","E0631-E0726"
"E","12","E0723","E0631-E0726"
"F","12","E0724","E0631-E0726"
"G","12","E0725","E0631-E0726"
"H","12","E0726","E0631-E0726"
"A","1","E0727","E0727-E0822"
"B","1","E0728","E0727-E0822"
"C","1","E0729","E0727-E0822"
"D","1","E0730","E0727-E0822"
"E","1","E0731","E0727-E0822"
"F","1","E0732","E0727-E0822"
"G","1","E0733","E0727-E0822"
"H","1","E0734","E0727-E0822"
"A","2","E0735","E0727-E0822"
"B","2","E0736","E0727-E0822"
"C","2","E0737","E0727-E0822"
"D","2","E0738","E0727-E0822"
"E","2","E0739","E0727-E0822"
"F","2","E0740","E0727-E0822"
"G","2","E0741","E0727-E0822"
"H","2","E0742","E0727-E0822"
"A","3","E0743","E0727-E0822"
"B","3","E0744","E0727-E0822"
"C","3","E0745","E0727-E0822"
"D","3","E0746","E0727-E0822"
"E","3","E0747","E0727-E0822"
"F","3","E0748","E0727-E0822"
"G","3","E0749","E0727-E0822"
"H","3","E0750","E0727-E0822"
"A","4","E0751","E0727-E0822"
"B","4","E0752","E0727-E0822"
"C","4","E0753","E0727-E0822"
"D","4","E0754","E0727-E0822"
"E","4","E0755","E0727-E0822"
"F","4","E0756","E0727-E0822"
"G","4","E0757","E0727-E0822"
"H","4","E0758","E0727-E0822"
"A","5","E0759","E0727-E0822"
"B","5","E0760","E0727-E0822"
"C","5","E0761","E0727-E0822"
"D","5","E0762","E0727-E0822"
"E","5","E0763","E0727-E0822"
"F","5","E0764","E0727-E0822"
"G","5","E0765","E0727-E0822"
"H","5","E0766","E0727-E0822"
"A","6","E0767","E0727-E0822"
"B","6","E0768","E0727-E0822"
"C","6","E0769","E0727-E0822"
"D","6","E0770","E0727-E0822"
"E","6","E0771","E0727-E0822"
"F","6","E0772","E0727-E0822"
"G","6","E0773","E0727-E0822"
"H","6","E0774","E0727-E0822"
"A","7","E0775","E0727-E0822"
"B","7","E0776","E0727-E0822"
"C","7","E0777","E0727-E0822"
"D","7","E0778","E0727-E0822"
"E","7","E0779","E0727-E0822"
"F","7","E0780","E0727-E0822"
"G","7","E0781","E0727-E0822"
"H","7","E0782","E0727-E0822"
"A","8","E0783","E0727-E0822"
"B","8","E0784","E0727-E0822"
"C","8","E0785","E0727-E0822"
"D","8","E0786","E0727-E0822"
"E","8","E0787","E0727-E0822"
"F","8","E0788","E0727-E0822"
"G","8","E0789","E0727-E0822"
"H","8","E0790","E0727-E0822"
"A","9","E0791","E0727-E0822"
"B","9","E0792","E0727-E0822"
"C","9","E0793","E0727-E0822"
"D","9","E0794","E0727-E0822"
"E","9","E0795","E0727-E0822"
"F","9","E0796","E0727-E0822"
"G","9","E0797","E0727-E0822"
"H","9","E0798","E0727-E0822"
"A","10","E0799","E0727-E0822"
"B","10","E0800","E0727-E0822"
"C","10","E0801","E0727-E0822"
"D","10","E0802","E0727-E0822"
"E","10","E0803","E0727-E0822"
"F","10","E0804","E0727-E0822"
"G","10","E0805","E0727-E0822"
"H","10","E0806","E0727-E0822"
"A","11","E0807","E0727-E0822"
"B","11","E0808","E0727-E0822"
"C","11","E0809","E0727-E0822"
"D","11","E0810","E0727-E0822"
"E","11","E0811","E0727-E0822"
"F","11","E0812","E0727-E0822"
"G","11","E0813","E0727-E0822"
"H","11","E0814","E0727-E0822"
"A","12","E0815","E0727-E0822"
"B","12","E0816","E0727-E0822"
"C","12","E0817","E0727-E0822"
"D","12","E0818","E0727-E0822"
"E","12","E0819","E0727-E0822"
"F","12","E0820","E0727-E0822"
"G","12","E0821","E0727-E0822"
"H","12","E0822","E0727-E0822"
"A","1","E0823","E0823-E0918"
"B","1","E0824","E0823-E0918"
"C","1","E0825","E0823-E0918"
"D","1","E0826","E0823-E0918"
"E","1","E0827","E0823-E0918"
"F","1","E0828","E0823-E0918"
"G","1","E0829","E0823-E0918"
"H","1","E0830","E0823-E0918"
"A","2","E0831","E0823-E0918"
"B","2","E0832","E0823-E0918"
"C","2","E0833","E0823-E0918"
"D","2","E0834","E0823-E0918"
"E","2","E0835","E0823-E0918"
"F","2","E0836","E0823-E0918"
"G","2","E0837","E0823-E0918"
"H","2","E0838","E0823-E0918"
"A","3","E0839","E0823-E0918"
"B","3","E0840","E0823-E0918"
"C","3","E0841","E0823-E0918"
"D","3","E0842","E0823-E0918"
"E","3","E0843","E0823-E0918"
"F","3","E0844","E0823-E0918"
"G","3","E0845","E0823-E0918"
"H","3","E0846","E0823-E0918"
"A","4","E0847","E0823-E0918"
"B","4","E0848","E0823-E0918"
"C","4","E0849","E0823-E0918"
"D","4","E0850","E0823-E0918"
"E","4","E0851","E0823-E0918"
"F","4","E0852","E0823-E0918"
"G","4","E0853","E0823-E0918"
"H","4","E0854","E0823-E0918"
"A","5","E0855","E0823-E0918"
"B","5","E0856","E0823-E0918"
"C","5","E0857","E0823-E0918"
"D","5","E0858","E0823-E0918"
"E","5","E0859","E0823-E0918"
"F","5","E0860","E0823-E0918"
"G","5","E0861","E0823-E0918"
"H","5","E0862","E0823-E0918"
"A","6","E0863","E0823-E0918"
"B","6","E0864","E0823-E0918"
"C","6","E0865","E0823-E0918"
"D","6","E0866","E0823-E0918"
"E","6","E0867","E0823-E0918"
"F","6","E0868","E0823-E0918"
"G","6","E0869","E0823-E0918"
"H","6","E0870","E0823-E0918"
"A","7","E0871","E0823-E0918"
"B","7","E0872","E0823-E0918"
"C","7","E0873","E0823-E0918"
"D","7","E0874","E0823-E0918"
"E","7","E0875","E0823-E0918"
"F","7","E0876","E0823-E0918"
"G","7","E0877","E0823-E0918"
"H","7","E0878","E0823-E0918"
"A","8","E0879","E0823-E0918"
"B","8","E0880","E0823-E0918"
"C","8","E0881","E0823-E0918"
"D","8","E0882","E0823-E0918"
"E","8","E0883","E0823-E0918"
"F","8","E0884","E0823-E0918"
"G","8","E0885","E0823-E0918"
"H","8","E0886","E0823-E0918"
"A","9","E0887","E0823-E0918"
"B","9","E0888","E0823-E0918"
"C","9","E0889","E0823-E0918"
"D","9","E0890","E0823-E0918"
"E","9","E0891","E0823-E0918"
"F","9","E0892","E0823-E0918"
"G","9","E0893","E0823-E0918"
"H","9","E0894","E0823-E0918"
"A","10","E0895","E0823-E0918"
"B","10","E0896","E0823-E0918"
"C","10","E0897","E0823-E0918"
"D","10","E0898","E0823-E0918"
"E","10","E0899","E0823-E0918"
"F","10","E0900","E0823-E0918"
"G","10","E0901","E0823-E0918"
"H","10","E0902","E0823-E0918"
"A","11","E0903","E0823-E0918"
"B","11","E0904","E0823-E0918"
"C","11","E0905","E0823-E0918"
"D","11","E0906","E0823-E0918"
"E","11","E0907","E0823-E0918"
"F","11","E0908","E0823-E0918"
"G","11","E0909","E0823-E0918"
"H","11","E0910","E0823-E0918"
"A","12","E0911","E0823-E0918"
"B","12","E0912","E0823-E0918"
"C","12","E0913","E0823-E0918"
"D","12","E0914","E0823-E0918"
"E","12","E0915","E0823-E0918"
"F","12","E0916","E0823-E0918"
"G","12","E0917","E0823-E0918"
"H","12","E0918","E0823-E0918"
"A","1","E0919","E0919-E1014"
"B","1","E0920","E0919-E1014"
"C","1","E0921","E0919-E1014"
"D","1","E0922","E0919-E1014"
"E","1","E0923","E0919-E1014"
"F","1","E0924","E0919-E1014"
"G","1","E0925","E0919-E1014"
